,Survived,Class,Sex,Age
1774,No,Crew,Male,Adult
1775,No,Crew,Male,Adult
1776,No,Crew,Male,Adult
1777,No,Crew,Male,Adult
1778,No,Crew,Male,Adult
1779,No,Crew,Male,Adult
1780,No,Crew,Male,Adult
1781,No,Crew,Male,Adult
1782,No,Crew,Male,Adult
1783,No,Crew,Male,Adult
1784,No,Crew,Male,Adult
1785,No,Crew,Male,Adult
1786,No,Crew,Male,Adult
1787,No,Crew,Male,Adult
1788,No,Crew,Male,Adult
1789,No,Crew,Male,Adult
1790,No,Crew,Male,Adult
1791,No,Crew,Male,Adult
1792,No,Crew,Male,Adult
1793,No,Crew,Male,Adult
1794,No,Crew,Male,Adult
1795,No,Crew,Male,Adult
1796,No,Crew,Male,Adult
1797,No,Crew,Male,Adult
1798,No,Crew,Male,Adult
1799,No,Crew,Male,Adult
1800,No,Crew,Male,Adult
1801,No,Crew,Male,Adult
1802,No,Crew,Male,Adult
1803,No,Crew,Male,Adult
1804,No,Crew,Male,Adult
1805,No,Crew,Male,Adult
1806,No,Crew,Male,Adult
1807,No,Crew,Male,Adult
1808,No,Crew,Male,Adult
1809,No,Crew,Male,Adult
1810,No,Crew,Male,Adult
1811,No,Crew,Male,Adult
1812,No,Crew,Male,Adult
1813,No,Crew,Male,Adult
1814,No,Crew,Male,Adult
1815,No,Crew,Male,Adult
1816,No,Crew,Male,Adult
1817,No,Crew,Male,Adult
1818,No,Crew,Male,Adult
1819,No,Crew,Male,Adult
1820,No,Crew,Male,Adult
1821,No,Crew,Male,Adult
1822,No,Crew,Male,Adult
1823,No,Crew,Male,Adult
1824,No,Crew,Male,Adult
1825,No,Crew,Male,Adult
1826,No,Crew,Male,Adult
1827,No,Crew,Male,Adult
1828,No,Crew,Male,Adult
1829,No,Crew,Male,Adult
1830,No,Crew,Male,Adult
1831,No,Crew,Male,Adult
1832,No,Crew,Male,Adult
1833,No,Crew,Male,Adult
1834,No,Crew,Male,Adult
1835,No,Crew,Male,Adult
1836,No,Crew,Male,Adult
1837,No,Crew,Male,Adult
1838,No,Crew,Male,Adult
1839,No,Crew,Male,Adult
1840,No,Crew,Male,Adult
1841,No,Crew,Male,Adult
1842,No,Crew,Male,Adult
1843,No,Crew,Male,Adult
1844,No,Crew,Male,Adult
1845,No,Crew,Male,Adult
1846,No,Crew,Male,Adult
1847,No,Crew,Male,Adult
1848,No,Crew,Male,Adult
1849,No,Crew,Male,Adult
1850,No,Crew,Male,Adult
1851,No,Crew,Male,Adult
1852,No,Crew,Male,Adult
1853,No,Crew,Male,Adult
1854,No,Crew,Male,Adult
1855,No,Crew,Male,Adult
1856,No,Crew,Male,Adult
1857,No,Crew,Male,Adult
1858,No,Crew,Male,Adult
1859,No,Crew,Male,Adult
1860,No,Crew,Male,Adult
1861,No,Crew,Male,Adult
1862,No,Crew,Male,Adult
1863,No,Crew,Male,Adult
1864,No,Crew,Male,Adult
1865,No,Crew,Male,Adult
1866,No,Crew,Male,Adult
1867,No,Crew,Male,Adult
1868,No,Crew,Male,Adult
1869,No,Crew,Male,Adult
1870,No,Crew,Male,Adult
1871,No,Crew,Male,Adult
1872,No,Crew,Male,Adult
1873,No,Crew,Male,Adult
1874,No,Crew,Male,Adult
1875,No,Crew,Male,Adult
1876,No,Crew,Male,Adult
1877,No,Crew,Male,Adult
1878,No,Crew,Male,Adult
1879,No,Crew,Male,Adult
1880,No,Crew,Male,Adult
1881,No,Crew,Male,Adult
1882,No,Crew,Male,Adult
1883,No,Crew,Male,Adult
1884,No,Crew,Male,Adult
1885,No,Crew,Male,Adult
1886,No,Crew,Male,Adult
1887,No,Crew,Male,Adult
1888,No,Crew,Male,Adult
1889,No,Crew,Male,Adult
1890,No,Crew,Male,Adult
1891,No,Crew,Male,Adult
1892,No,Crew,Male,Adult
1893,No,Crew,Male,Adult
1894,No,Crew,Male,Adult
1895,No,Crew,Male,Adult
1896,No,Crew,Male,Adult
1897,No,Crew,Male,Adult
1898,No,Crew,Male,Adult
1899,No,Crew,Male,Adult
1900,No,Crew,Male,Adult
1901,No,Crew,Male,Adult
1902,No,Crew,Male,Adult
1903,No,Crew,Male,Adult
1904,No,Crew,Male,Adult
1905,No,Crew,Male,Adult
1906,No,Crew,Male,Adult
1907,No,Crew,Male,Adult
1908,No,Crew,Male,Adult
1909,No,Crew,Male,Adult
1910,No,Crew,Male,Adult
1911,No,Crew,Male,Adult
1912,No,Crew,Male,Adult
1913,No,Crew,Male,Adult
1914,No,Crew,Male,Adult
1915,No,Crew,Male,Adult
1916,No,Crew,Male,Adult
1917,No,Crew,Male,Adult
1918,No,Crew,Male,Adult
1919,No,Crew,Male,Adult
1920,No,Crew,Male,Adult
1921,No,Crew,Male,Adult
1922,No,Crew,Male,Adult
1923,No,Crew,Male,Adult
1924,No,Crew,Male,Adult
1925,No,Crew,Male,Adult
1926,No,Crew,Male,Adult
1927,No,Crew,Male,Adult
1928,No,Crew,Male,Adult
1929,No,Crew,Male,Adult
1930,No,Crew,Male,Adult
1931,No,Crew,Male,Adult
1932,No,Crew,Male,Adult
1933,No,Crew,Male,Adult
1934,No,Crew,Male,Adult
1935,No,Crew,Male,Adult
1936,No,Crew,Male,Adult
1937,No,Crew,Male,Adult
1938,No,Crew,Male,Adult
1939,No,Crew,Male,Adult
1940,No,Crew,Male,Adult
1941,No,Crew,Male,Adult
1942,No,Crew,Male,Adult
1943,No,Crew,Male,Adult
1944,No,Crew,Male,Adult
1945,No,Crew,Male,Adult
1946,No,Crew,Male,Adult
1947,No,Crew,Male,Adult
1948,No,Crew,Male,Adult
1949,No,Crew,Male,Adult
1950,No,Crew,Male,Adult
1951,No,Crew,Male,Adult
1952,No,Crew,Male,Adult
1953,No,Crew,Male,Adult
1954,No,Crew,Male,Adult
1955,No,Crew,Male,Adult
1956,No,Crew,Male,Adult
1957,No,Crew,Male,Adult
1958,No,Crew,Male,Adult
1959,No,Crew,Male,Adult
1960,No,Crew,Male,Adult
1961,No,Crew,Male,Adult
1962,No,Crew,Male,Adult
1963,No,Crew,Male,Adult
1964,No,Crew,Male,Adult
1965,No,Crew,Male,Adult
1966,No,Crew,Male,Adult
1967,No,Crew,Male,Adult
1968,No,Crew,Male,Adult
1969,No,Crew,Male,Adult
1970,No,Crew,Male,Adult
1971,No,Crew,Male,Adult
1972,No,Crew,Male,Adult
1973,No,Crew,Male,Adult
1974,No,Crew,Male,Adult
1975,No,Crew,Male,Adult
1976,No,Crew,Male,Adult
1977,No,Crew,Male,Adult
1978,No,Crew,Male,Adult
1979,No,Crew,Male,Adult
1980,No,Crew,Male,Adult
1981,No,Crew,Male,Adult
1982,No,Crew,Male,Adult
1983,No,Crew,Male,Adult
1984,No,Crew,Male,Adult
1985,No,Crew,Male,Adult
1986,No,Crew,Male,Adult
1987,Yes,Crew,Male,Adult
1988,Yes,Crew,Male,Adult
1989,Yes,Crew,Male,Adult
1990,Yes,Crew,Male,Adult
1991,Yes,Crew,Male,Adult
1992,Yes,Crew,Male,Adult
1993,Yes,Crew,Male,Adult
1994,Yes,Crew,Male,Adult
1995,Yes,Crew,Male,Adult
1996,Yes,Crew,Male,Adult
1997,Yes,Crew,Male,Adult
1998,Yes,Crew,Male,Adult
1999,Yes,Crew,Male,Adult
2000,Yes,Crew,Male,Adult
2001,Yes,Crew,Male,Adult
2002,Yes,Crew,Male,Adult
2003,Yes,Crew,Male,Adult
2004,Yes,Crew,Male,Adult
2005,Yes,Crew,Male,Adult
2006,Yes,Crew,Male,Adult
2007,Yes,Crew,Male,Adult
2008,Yes,Crew,Male,Adult
2009,Yes,Crew,Male,Adult
2010,Yes,Crew,Male,Adult
2011,Yes,Crew,Male,Adult
2012,Yes,Crew,Male,Adult
2013,Yes,Crew,Male,Adult
2014,Yes,Crew,Male,Adult
2015,Yes,Crew,Male,Adult
2016,Yes,Crew,Male,Adult
2017,Yes,Crew,Male,Adult
2018,Yes,Crew,Male,Adult
2019,Yes,Crew,Male,Adult
2020,Yes,Crew,Male,Adult
2021,Yes,Crew,Male,Adult
2022,Yes,Crew,Male,Adult
2023,Yes,Crew,Male,Adult
2024,Yes,Crew,Male,Adult
2025,Yes,Crew,Male,Adult
2026,Yes,Crew,Male,Adult
2027,Yes,Crew,Male,Adult
2028,Yes,Crew,Male,Adult
2029,Yes,Crew,Male,Adult
2030,Yes,Crew,Male,Adult
2031,Yes,Crew,Male,Adult
2032,Yes,Crew,Male,Adult
2033,Yes,Crew,Male,Adult
2034,Yes,Crew,Male,Adult
2035,Yes,Crew,Male,Adult
2036,Yes,Crew,Male,Adult
2037,Yes,Crew,Male,Adult
2038,Yes,Crew,Male,Adult
2039,Yes,Crew,Male,Adult
2040,Yes,Crew,Male,Adult
2041,Yes,Crew,Male,Adult
2042,Yes,Crew,Male,Adult
2043,Yes,Crew,Male,Adult
2044,Yes,Crew,Male,Adult
2045,Yes,Crew,Male,Adult
2046,Yes,Crew,Male,Adult
2047,Yes,Crew,Male,Adult
2048,Yes,Crew,Male,Adult
2049,Yes,Crew,Male,Adult
2050,Yes,Crew,Male,Adult
2051,Yes,Crew,Male,Adult
2052,Yes,Crew,Male,Adult
2053,Yes,Crew,Male,Adult
2054,Yes,Crew,Male,Adult
2055,Yes,Crew,Male,Adult
2056,Yes,Crew,Male,Adult
2057,Yes,Crew,Male,Adult
2058,Yes,Crew,Male,Adult
2059,Yes,Crew,Male,Adult
2060,Yes,Crew,Male,Adult
2061,Yes,Crew,Male,Adult
2062,Yes,Crew,Male,Adult
2063,Yes,Crew,Male,Adult
2064,Yes,Crew,Male,Adult
2065,Yes,Crew,Male,Adult
2066,Yes,Crew,Male,Adult
2067,Yes,Crew,Male,Adult
2068,Yes,Crew,Male,Adult
2069,Yes,Crew,Male,Adult
2070,Yes,Crew,Male,Adult
2071,Yes,Crew,Male,Adult
2072,Yes,Crew,Male,Adult
2073,Yes,Crew,Male,Adult
2074,Yes,Crew,Male,Adult
2075,Yes,Crew,Male,Adult
2076,Yes,Crew,Male,Adult
2077,Yes,Crew,Male,Adult
2078,Yes,Crew,Male,Adult
2079,Yes,Crew,Male,Adult
2080,Yes,Crew,Male,Adult
2081,Yes,Crew,Male,Adult
2082,Yes,Crew,Male,Adult
2083,Yes,Crew,Male,Adult
2084,Yes,Crew,Male,Adult
2085,Yes,Crew,Male,Adult
2086,Yes,Crew,Male,Adult
2087,Yes,Crew,Male,Adult
2088,Yes,Crew,Male,Adult
2089,Yes,Crew,Male,Adult
2090,Yes,Crew,Male,Adult
2091,Yes,Crew,Male,Adult
2092,Yes,Crew,Male,Adult
2093,Yes,Crew,Male,Adult
2094,Yes,Crew,Male,Adult
2095,Yes,Crew,Male,Adult
2096,Yes,Crew,Male,Adult
2097,Yes,Crew,Male,Adult
2098,Yes,Crew,Male,Adult
2099,Yes,Crew,Male,Adult
2100,Yes,Crew,Male,Adult
2101,Yes,Crew,Male,Adult
2102,Yes,Crew,Male,Adult
2103,Yes,Crew,Male,Adult
2104,Yes,Crew,Male,Adult
2105,Yes,Crew,Male,Adult
2106,Yes,Crew,Male,Adult
2107,Yes,Crew,Male,Adult
2108,Yes,Crew,Male,Adult
2109,Yes,Crew,Male,Adult
2110,Yes,Crew,Male,Adult
2111,Yes,Crew,Male,Adult
2112,Yes,Crew,Male,Adult
2113,Yes,Crew,Male,Adult
2114,Yes,Crew,Male,Adult
2115,Yes,Crew,Male,Adult
2116,Yes,Crew,Male,Adult
2117,Yes,Crew,Male,Adult
2118,Yes,Crew,Male,Adult
2119,Yes,Crew,Male,Adult
2120,Yes,Crew,Male,Adult
2121,Yes,Crew,Male,Adult
2122,Yes,Crew,Male,Adult
2123,Yes,Crew,Male,Adult
2124,Yes,Crew,Male,Adult
2125,Yes,Crew,Male,Adult
2126,Yes,Crew,Male,Adult
2127,Yes,Crew,Male,Adult
2128,Yes,Crew,Male,Adult
2129,Yes,Crew,Male,Adult
2130,Yes,Crew,Male,Adult
2131,Yes,Crew,Male,Adult
2132,Yes,Crew,Male,Adult
2133,Yes,Crew,Male,Adult
2134,Yes,Crew,Male,Adult
2135,Yes,Crew,Male,Adult
2136,Yes,Crew,Male,Adult
2137,Yes,Crew,Male,Adult
2138,Yes,Crew,Male,Adult
2139,Yes,Crew,Male,Adult
2140,Yes,Crew,Male,Adult
2141,Yes,Crew,Male,Adult
2142,Yes,Crew,Male,Adult
2143,Yes,Crew,Male,Adult
2144,Yes,Crew,Male,Adult
2145,Yes,Crew,Male,Adult
2146,Yes,Crew,Male,Adult
2147,Yes,Crew,Male,Adult
2148,Yes,Crew,Male,Adult
2149,Yes,Crew,Male,Adult
2150,Yes,Crew,Male,Adult
2151,Yes,Crew,Male,Adult
2152,Yes,Crew,Male,Adult
2153,Yes,Crew,Male,Adult
2154,Yes,Crew,Male,Adult
2155,Yes,Crew,Male,Adult
2156,Yes,Crew,Male,Adult
2157,Yes,Crew,Male,Adult
2158,Yes,Crew,Male,Adult
2159,Yes,Crew,Male,Adult
2160,Yes,Crew,Male,Adult
2161,Yes,Crew,Male,Adult
2162,Yes,Crew,Male,Adult
2163,Yes,Crew,Male,Adult
2164,Yes,Crew,Male,Adult
2165,Yes,Crew,Male,Adult
2166,Yes,Crew,Male,Adult
2167,Yes,Crew,Male,Adult
2168,Yes,Crew,Male,Adult
2169,Yes,Crew,Male,Adult
2170,Yes,Crew,Male,Adult
2171,Yes,Crew,Male,Adult
2172,Yes,Crew,Male,Adult
2173,Yes,Crew,Male,Adult
2174,Yes,Crew,Male,Adult
2175,Yes,Crew,Male,Adult
2176,Yes,Crew,Male,Adult
2177,Yes,Crew,Male,Adult
2178,Yes,Crew,Male,Adult
2179,No,Crew,Female,Adult
2180,No,Crew,Female,Adult
2181,No,Crew,Female,Adult
2182,Yes,Crew,Female,Adult
2183,Yes,Crew,Female,Adult
2184,Yes,Crew,Female,Adult
2185,Yes,Crew,Female,Adult
2186,Yes,Crew,Female,Adult
2187,Yes,Crew,Female,Adult
2188,Yes,Crew,Female,Adult
2189,Yes,Crew,Female,Adult
2190,Yes,Crew,Female,Adult
2191,Yes,Crew,Female,Adult
2192,Yes,Crew,Female,Adult
2193,Yes,Crew,Female,Adult
2194,Yes,Crew,Female,Adult
2195,Yes,Crew,Female,Adult
2196,Yes,Crew,Female,Adult
2197,Yes,Crew,Female,Adult
2198,Yes,Crew,Female,Adult
2199,Yes,Crew,Female,Adult
2200,Yes,Crew,Female,Adult
2201,Yes,Crew,Female,Adult
